-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 09:13:15 UTC. --
Dec 19 08:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 08:52:32.406590 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal is created
Dec 19 09:10:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:39.465315 W | etcdserver: failed to revoke 4f0b6e20ca536467 ("lease not found")
Dec 19 09:10:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:39.465407 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (325.024175ms) to execute
Dec 19 09:10:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:47.879594 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (305.009935ms) to execute
Dec 19 09:10:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:51.473378 I | mvcc: store.index: compact 45006116
Dec 19 09:10:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:51.475332 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (416.603439ms) to execute
Dec 19 09:10:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:51.475426 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (377.456678ms) to execute
Dec 19 09:10:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:51.475620 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:256" took too long (377.487369ms) to execute
Dec 19 09:10:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:51.485673 I | mvcc: finished scheduled compaction at 45006116 (took 9.818884ms)
Dec 19 09:11:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:04.720221 W | wal: sync duration of 1.077775726s, expected less than 1s
Dec 19 09:11:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:04.723857 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.077529029s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.793630 W | wal: sync duration of 1.072549835s, expected less than 1s
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.797492 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (2.10448181s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.797535 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.521995875s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.797595 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.734134808s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.797885 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.740837471s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.797909 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.053180623s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.798061 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (1.645939711s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.798757 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.454803958s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.993251 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (1.264234696s) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.997590 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (193.486968ms) to execute
Dec 19 09:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.997635 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (192.094245ms) to execute
Dec 19 09:11:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:05.997669 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (193.91514ms) to execute
Dec 19 09:11:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:09.489429 W | wal: sync duration of 1.948913111s, expected less than 1s
Dec 19 09:11:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:09.505773 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lf9xf\" " with result "range_response_count:1 size:1735" took too long (1.573083913s) to execute
Dec 19 09:11:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:09.506017 W | etcdserver: failed to revoke 4f0b6e20ca536554 ("lease not found")
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.019679 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.02108066s) to execute
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.020102 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.02131864s) to execute
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.020219 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.19805834s) to execute
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.649145 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (623.707756ms) to execute
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.649441 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (623.900045ms) to execute
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.649749 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (624.21045ms) to execute
Dec 19 09:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:10.650012 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (126.052104ms) to execute
Dec 19 09:11:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:11.667862 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (999.803676ms) to execute
Dec 19 09:11:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:11.672043 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (893.875566ms) to execute
Dec 19 09:11:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:11.672302 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "range_response_count:1 size:1735" took too long (401.95585ms) to execute
Dec 19 09:11:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:11.672514 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wmksv\" " with result "range_response_count:1 size:1855" took too long (541.700411ms) to execute
Dec 19 09:11:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:11.672758 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-whlcs\" " with result "range_response_count:1 size:1733" took too long (746.391139ms) to execute
Dec 19 09:11:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:16.486276 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (471.377135ms) to execute
Dec 19 09:11:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:16.486587 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (472.600377ms) to execute
Dec 19 09:11:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:16.486667 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (475.996696ms) to execute
Dec 19 09:11:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:20.128938 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-whlcs\" " with result "range_response_count:1 size:1853" took too long (203.783713ms) to execute
Dec 19 09:11:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:20.129059 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (257.065192ms) to execute
Dec 19 09:11:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:20.129400 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (584.312134ms) to execute
Dec 19 09:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:21.081387 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "range_response_count:1 size:1855" took too long (805.729392ms) to execute
Dec 19 09:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:21.100192 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (394.151265ms) to execute
Dec 19 09:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:21.100296 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (390.263008ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.377331 W | wal: sync duration of 2.260027904s, expected less than 1s
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.379708 W | etcdserver: failed to revoke 4f0b6e20ca5365b6 ("lease not found")
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.379794 W | etcdserver: failed to revoke 4f0b6e20ca5365b6 ("lease not found")
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.379826 W | etcdserver: failed to revoke 4f0b6e20ca5365b6 ("lease not found")
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.379864 W | etcdserver: failed to revoke 4f0b6e20ca5365b6 ("lease not found")
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.380002 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (993.575172ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.759435 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (533.428277ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.759786 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (533.951063ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.759946 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (534.156862ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.760097 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (765.395693ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.760497 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (535.509471ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.760585 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (535.403236ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.760738 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (647.383124ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.761136 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (647.819163ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.787110 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (161.875047ms) to execute
Dec 19 09:11:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:11:23.787192 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (170.924403ms) to execute
