-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 22:20:19 UTC. --
Feb 01 21:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:16.108329 W | wal: sync duration of 2.560027638s, expected less than 1s
Feb 01 22:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:48.221009 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (100.966845ms) to execute
Feb 01 22:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:48.221616 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (101.589508ms) to execute
Feb 01 22:09:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:50.046202 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (512.339343ms) to execute
Feb 01 22:09:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:52.912843 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (528.173834ms) to execute
Feb 01 22:09:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:52.913223 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (141.045023ms) to execute
Feb 01 22:09:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:54.404131 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (128.474569ms) to execute
Feb 01 22:09:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:56.441253 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (177.632794ms) to execute
Feb 01 22:10:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:08.736407 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (226.955325ms) to execute
Feb 01 22:10:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:11.748542 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (645.858709ms) to execute
Feb 01 22:10:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:11.748638 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7ljh9\" " with result "range_response_count:1 size:1735" took too long (305.808195ms) to execute
Feb 01 22:10:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:11.748693 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwl.15ef66bbfcec6ce5\" " with result "range_response_count:1 size:591" took too long (270.400252ms) to execute
Feb 01 22:10:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:11.749165 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (507.171351ms) to execute
Feb 01 22:10:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:12.711572 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (186.230735ms) to execute
Feb 01 22:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:14.950438 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (704.115399ms) to execute
Feb 01 22:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:14.950509 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (421.354089ms) to execute
Feb 01 22:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:14.950572 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (674.541912ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.248295 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-p8cwl\" " with result "range_response_count:1 size:1739" took too long (280.254219ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.248350 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwl.15ef666b4f5c9fe3\" " with result "range_response_count:1 size:592" took too long (279.569976ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.248403 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (290.059541ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.248551 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (130.626221ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.248687 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (289.57784ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.909042 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (655.290197ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.909226 W | etcdserver: request "header:<ID:14919139277751659062 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:53284379 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (124.73865ms) to execute
Feb 01 22:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:15.915313 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (177.48419ms) to execute
Feb 01 22:10:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:25.474459 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (217.461076ms) to execute
Feb 01 22:10:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:25.474598 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (287.963755ms) to execute
Feb 01 22:10:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:29.218291 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (103.161908ms) to execute
Feb 01 22:10:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:31.480809 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (619.773287ms) to execute
Feb 01 22:10:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:31.480846 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (506.148587ms) to execute
Feb 01 22:10:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:31.480928 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (451.888377ms) to execute
Feb 01 22:10:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:31.481029 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (541.174615ms) to execute
Feb 01 22:10:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:42.034852 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwl.15ef6650f00de6df\" " with result "range_response_count:1 size:550" took too long (197.146762ms) to execute
Feb 01 22:10:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:42.036826 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (127.697352ms) to execute
Feb 01 22:10:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:48.497983 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (412.031513ms) to execute
Feb 01 22:10:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:49.545393 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (141.315877ms) to execute
Feb 01 22:10:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:49.681277 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (124.960507ms) to execute
Feb 01 22:10:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:54.253023 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-p8cwl\" " with result "range_response_count:1 size:1855" took too long (283.588615ms) to execute
Feb 01 22:10:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:54.378110 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (104.078998ms) to execute
Feb 01 22:10:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:54.411599 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (123.798751ms) to execute
Feb 01 22:10:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:55.225470 W | etcdserver: request "header:<ID:14919139277751659432 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53284468 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (569.291362ms) to execute
Feb 01 22:10:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:55.237592 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (130.604175ms) to execute
Feb 01 22:10:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:56.396343 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (197.015643ms) to execute
Feb 01 22:10:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:58.604171 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000745-00000000037fffca.wal is created
Feb 01 22:10:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:10:59.449391 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000740-00000000037d6fc7.wal successfully
Feb 01 22:14:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:14:28.509531 I | mvcc: store.index: compact 53284253
Feb 01 22:14:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:14:28.515765 I | mvcc: finished scheduled compaction at 53284253 (took 4.935543ms)
Feb 01 22:14:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:14:59.917513 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2x2f9\" " with result "range_response_count:1 size:1851" took too long (406.674093ms) to execute
Feb 01 22:14:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:14:59.947071 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (185.194968ms) to execute
Feb 01 22:14:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:14:59.947397 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (281.544527ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.146568 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (139.96885ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.146847 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (158.440785ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.146884 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (156.836416ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.146955 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (158.146779ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.147000 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (159.005934ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.147046 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1898" took too long (139.006965ms) to execute
Feb 01 22:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:15:00.147533 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (141.600289ms) to execute
