-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 18:15:55 UTC. --
Jan 31 17:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:52:57.415383 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000737-000000000378eff8.wal successfully
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.177563 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (734.390599ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.177866 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (737.242853ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.178883 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (756.679338ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179170 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (757.009401ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179209 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (739.304556ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179297 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (766.173849ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179317 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (802.620939ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179465 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (739.755708ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179508 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (757.947372ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179691 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (759.785184ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179726 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (756.833936ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179789 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (739.157974ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179855 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (762.34875ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.179961 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (757.073536ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.180002 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (767.40905ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.180153 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (755.731628ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.180396 W | etcdserver: request "header:<ID:14919139277750552212 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-5tx6v\" mod_revision:53004051 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-5tx6v\" value_size:1779 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-5tx6v\" > >>" with result "size:20" took too long (201.526087ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.180472 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (310.24346ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.180934 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (310.391408ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181026 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (310.495507ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181040 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (310.650354ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181198 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (310.937544ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181258 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (233.464786ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181533 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (307.816645ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181607 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (310.624445ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.181712 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (309.671343ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.182005 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (310.998461ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.427618 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (222.74886ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.427706 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (222.981688ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.427763 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (225.573515ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.427917 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (167.107309ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.427965 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (164.886658ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.428050 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (223.18747ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.428256 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/kube-system/\" range_end:\"/registry/resourcequotas/kube-system0\" " with result "range_response_count:0 size:7" took too long (149.150445ms) to execute
Jan 31 17:59:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:18.760306 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5tx6v.15ef0a431f886636\" " with result "range_response_count:1 size:592" took too long (155.592168ms) to execute
Jan 31 17:59:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:18.983240 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5tx6v.15ef0a4cd124a4d5\" " with result "range_response_count:1 size:567" took too long (121.602121ms) to execute
Jan 31 17:59:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:28.600376 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (203.853562ms) to execute
Jan 31 17:59:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:28.636847 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (238.27482ms) to execute
Jan 31 17:59:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:28.637192 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (238.767646ms) to execute
Jan 31 17:59:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:28.637416 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (240.164678ms) to execute
Jan 31 17:59:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:28.637767 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (241.209746ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.625576 W | etcdserver: request "header:<ID:14919139277750552819 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-564jq.15ef0a8f380dbbb4\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-564jq.15ef0a8f380dbbb4\" value_size:392 lease:5695767240895776460 >> failure:<>>" with result "size:20" took too long (133.35253ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.626772 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-x9jzl\" " with result "range_response_count:1 size:1121" took too long (145.244452ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.640665 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-564jq\" " with result "range_response_count:1 size:1121" took too long (153.863463ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.640890 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rhqhp\" " with result "range_response_count:1 size:1118" took too long (148.117906ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.641085 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (149.016325ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.856292 W | etcdserver: request "header:<ID:14919139277750552846 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-n959h.15ef0a8f41e539d4\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-n959h.15ef0a8f41e539d4\" value_size:392 lease:5695767240895776460 >> failure:<>>" with result "size:20" took too long (128.826887ms) to execute
Jan 31 18:00:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:04.856720 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-w4k8c\" " with result "range_response_count:1 size:1121" took too long (142.324001ms) to execute
Jan 31 18:00:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:07.281598 W | etcdserver: request "header:<ID:14919139277750552926 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-6mwq9.15ef0a869d676e0e\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-6mwq9.15ef0a869d676e0e\" value_size:466 lease:5695767240895776460 >> failure:<>>" with result "size:20" took too long (102.66182ms) to execute
Jan 31 18:00:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:00:07.281932 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-w4k8c\" " with result "range_response_count:1 size:1502" took too long (105.549775ms) to execute
Jan 31 18:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:01:04.673470 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pvmgq\" " with result "range_response_count:1 size:1121" took too long (100.750912ms) to execute
Jan 31 18:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:01:04.673903 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (132.019304ms) to execute
Jan 31 18:09:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:09:07.684799 I | mvcc: store.index: compact 53004916
Jan 31 18:09:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:09:07.697219 I | mvcc: finished scheduled compaction at 53004916 (took 10.787214ms)
Jan 31 18:09:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:09:08.086878 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (138.232757ms) to execute
Jan 31 18:10:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 18:10:10.465133 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (562.015856ms) to execute
