-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 22:51:59 UTC. --
Jan 31 22:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:29:07.775511 W | wal: sync duration of 1.044483122s, expected less than 1s
Jan 31 22:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:55.539579 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (718.62683ms) to execute
Jan 31 22:44:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:01.232887 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (103.189668ms) to execute
Jan 31 22:44:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:09.831596 I | mvcc: store.index: compact 53051408
Jan 31 22:44:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:09.838212 I | mvcc: finished scheduled compaction at 53051408 (took 4.590206ms)
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.815325 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-s94d6\" " with result "range_response_count:1 size:2433" took too long (790.971086ms) to execute
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.815660 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (681.925591ms) to execute
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.815729 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (498.744238ms) to execute
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.816670 W | etcdserver: request "header:<ID:14919139277750744277 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53052033 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (442.644783ms) to execute
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.817150 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (283.49617ms) to execute
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.817494 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (137.436096ms) to execute
Jan 31 22:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:10.817545 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (398.672062ms) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.854180 W | wal: sync duration of 1.032599162s, expected less than 1s
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.855421 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.003080523s) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.855533 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-mixer-service-account\" " with result "range_response_count:1 size:628" took too long (1.030296587s) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.855785 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (1.030853437s) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.855956 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (321.589302ms) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.855992 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (637.214471ms) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.856088 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (620.299027ms) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.856445 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.027262636s) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.856496 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (233.006141ms) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.856673 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (1.031307929s) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.856692 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (232.394482ms) to execute
Jan 31 22:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:11.856907 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (1.030503357s) to execute
Jan 31 22:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:18.915180 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (576.828253ms) to execute
Jan 31 22:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:18.915267 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (179.13651ms) to execute
Jan 31 22:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:22.920035 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (123.734816ms) to execute
Jan 31 22:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:22.920086 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (139.36544ms) to execute
Jan 31 22:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:22.920356 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:423" took too long (124.870002ms) to execute
Jan 31 22:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:22.920507 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (125.698091ms) to execute
Jan 31 22:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:23.872174 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5sq4z\" " with result "range_response_count:1 size:4170" took too long (287.381042ms) to execute
Jan 31 22:44:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:29.493999 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (269.766385ms) to execute
Jan 31 22:44:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:31.228863 W | etcdserver: request "header:<ID:14919139277750744585 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53052115 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (341.32108ms) to execute
Jan 31 22:44:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:31.229155 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (158.760525ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.407030 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (819.968988ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.407107 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (533.26341ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.407474 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (954.136356ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.409264 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (525.005453ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.409917 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (343.838635ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.410159 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (246.993963ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.410690 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas\" range_end:\"/registry/config.istio.io/redisquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (860.739985ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.410781 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (931.148547ms) to execute
Jan 31 22:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:35.410934 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (189.277385ms) to execute
Jan 31 22:44:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:39.716117 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (150.992023ms) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.291781 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (950.31811ms) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.291840 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.039003918s) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.292127 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (929.744205ms) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.292364 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (608.018412ms) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.292784 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (568.313068ms) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.293443 W | etcdserver: request "header:<ID:14919139277750744730 > lease_revoke:<id:4f0b6e20cce89760>" with result "size:29" took too long (529.878865ms) to execute
Jan 31 22:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:44:49.293504 W | etcdserver: failed to revoke 4f0b6e20cce89760 ("lease not found")
Jan 31 22:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:45:21.252018 W | wal: sync duration of 1.071059152s, expected less than 1s
Jan 31 22:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:45:21.257211 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (1.00642805s) to execute
Jan 31 22:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:45:21.257271 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (947.717238ms) to execute
Jan 31 22:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:45:21.257555 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (778.936694ms) to execute
Jan 31 22:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:45:21.257628 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (207.944391ms) to execute
