-- Logs begin at Fri 2020-01-31 15:46:29 UTC, end at Sun 2020-02-02 04:01:22 UTC. --
Feb 02 03:38:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:38:17.248325 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-6br4h.15ef78a806a059df\" " with result "range_response_count:1 size:647" took too long (171.455512ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325548 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (295.849183ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325668 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (311.313573ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325769 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (261.779558ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325802 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (311.47217ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325835 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (281.173328ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325942 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (311.624237ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325976 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (281.715233ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326056 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (296.499613ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326154 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (282.15698ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326199 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (312.044188ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326227 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (262.527761ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326260 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (282.530756ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326293 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (298.441212ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326330 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (262.891136ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326418 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (267.213164ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326448 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (282.859697ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326558 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (298.678412ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326624 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (275.848857ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326638 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (283.107471ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326738 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (283.897358ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326754 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (298.92157ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326810 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (281.522217ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326847 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (286.062306ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326895 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (281.616777ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.326955 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (299.130921ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327029 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (281.774224ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327076 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (296.713339ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327131 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (280.226185ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327182 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-citadel-service-account\" " with result "range_response_count:1 size:648" took too long (299.331585ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327227 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (297.42152ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327244 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (281.122404ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327268 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (282.016215ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327324 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (281.565504ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327355 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (282.120373ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327388 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (297.590906ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327441 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (299.633584ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327490 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (282.476465ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327543 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (262.442127ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327584 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (297.83332ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327715 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (262.339922ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327827 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (251.983833ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327858 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (300.058753ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.327904 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (297.778245ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.328151 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (297.716175ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.328187 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (300.410923ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.328479 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (300.700708ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.328739 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (300.989003ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.328853 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (300.367505ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329062 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (301.319811ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329205 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (281.07367ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329351 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (305.177012ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329504 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (305.346387ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329554 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (305.577137ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329583 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (282.214643ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329712 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (281.725689ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.329740 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (297.543125ms) to execute
